Track ID,Artist Name,Track Name,Danceability,Energy,Loudness,Valence,Tempo,Popularity
0hCHNYL8ApQCGNwJrYN1FY,Lil Skies,Bad Girls (feat. Gucci Mane),0.771,0.761,-4.727,0.277,131.01,80
5A1w94uzc1kO1Zhe8WWxC3,Khalid,Right Back,0.789,0.427,-9.918,0.605,97.032,80
4l0O19WwpjzbDGkdFtkQ6W,Ozuna,Vacia Sin Mi,0.786,0.63,-6.456,0.749,190.017,80
7tGEAA1f8MydT7eVbbO9Zy,Billie Eilish,WHEN I WAS OLDER - Music Inspired By The Film ROMA,0.696,0.332,-12.834,0.0628,150.13,80
2kAIpGWnlFLQh48iut6Zzq,Khalid,Free Spirit,0.627,0.446,-9.477,0.11,139.994,80
6Z4rmc0uujCpl8yXe3yjgI,2 Chainz,Whip (feat. Travis Scott),0.793,0.399,-7.428,0.0379,121.949,80
6flur5o18COKeafnjLHRiJ,Lil Pump,Be Like Me (feat. Lil Wayne),0.948,0.396,-8.08,0.593,104.006,80
0onslUNmSLDkuYaideYWir,Lizzo,Juice,0.767,0.891,-3.01,0.824,119.91,80
1E6DEDWDKHoOW0fcFuDghV,Khalid,Don't Pretend,0.697,0.551,-8.833,0.219,89.0,80
7cz506PyIgh2bMN90Mc8Tn,Wiley,Boasty (feat. Idris Elba),0.887,0.765,-5.207,0.456,102.958,80
2drEUEg0TYQR6dDEHkpuPE,Tame Impala,Patience,0.546,0.859,-5.966,0.645,99.965,80
0W5oXFrxZNBTIS1eMW9Ofz,Khalid,Saturday Nights REMIX,0.569,0.414,-8.901,0.35,168.029,80
7Eso5mURNFprb5PmhOXDlf,Juanes,La Plata (feat. Lalo Ebratt),0.762,0.74,-4.72,0.961,167.881,80
5BfMJ6iytQnu1r7iiCYSXe,Khalid,Intro,0.213,0.414,-9.725,0.0553,79.556,79
6fOOKqQWcSy33ApU1wqkkW,Khalid,Paradise,0.581,0.452,-9.558,0.523,75.046,79
4cZ3UsiKd1kUQIaq4BFIj2,Jack & Jack,No One Compares To You,0.7,0.748,-6.044,0.631,111.939,79
4zxpssj8DyrfZcEUSUiNxG,Juice WRLD,Ring Ring (with Rvssian feat. Clever),0.581,0.673,-4.421,0.621,160.073,79
6sR4WtcYJOCXzDsDfY9PwV,Ozuna,Cama Vacia,0.647,0.85,-2.185,0.316,175.797,79
3qLBz3j26AHO2jBYUQWLA6,Drax Project,Woke Up Late (feat. Hailee Steinfeld),0.698,0.66,-5.429,0.351,119.214,79
6PRh0ilIMEP1xlUHqalnkD,Yo Gotti,Put a Date On It (feat. Lil Baby),0.835,0.659,-5.696,0.579,129.93,79
1NgCWYuBLfqBDA3b8MgSVU,Khalid,Twenty One,0.776,0.445,-8.574,0.405,109.981,79
6habFhsOp2NvshLv26DqMb,Luis Fonsi,Despacito,0.655,0.797,-4.787,0.839,177.928,79
1q9jq5X5vwmewjOa2mHtQ1,Gunna,Same Yung Nigga (feat. Playboi Carti),0.852,0.568,-9.202,0.504,81.526,79
4NdXQlDTzxbOMkzJGWFtz3,Lil Pump,Butterfly Doors,0.925,0.397,-11.265,0.429,130.008,79
7gY3cyGcB2wnk2xDXiA0pe,Avril Lavigne,Head Above Water,0.578,0.694,-5.351,0.268,129.921,79
4qQwGRtGT7l6ckQtdPEFd4,Florida Georgia Line,Talk You Out Of It,0.651,0.708,-4.791,0.558,119.964,79
6phY2gnvf9WwCiXlLMQOY3,Juice WRLD,HeMotions,0.561,0.76,-7.194,0.317,163.938,79
0jtTDKt1FRTnKbWtWSGLoy,Bhad Bhabie,Bestie (feat. Kodak Black),0.908,0.625,-4.519,0.613,101.993,79
2O8gSQ9z52tZSLJnuzjkcG,G-Eazy,West Coast,0.843,0.806,-5.156,0.821,97.858,79
6Bc48Fgqgb6j4K6JdkZTNk,Sech,Solita,0.679,0.831,-1.866,0.88,88.792,79
18n2GdCpsHYzkbMKPavE7Y,Little Mix,Think About Us (feat. Ty Dolla $ign),0.511,0.795,-3.714,0.432,175.987,79
0HEckRWFSknIupbGzavk5d,Khalid,Hundred,0.772,0.483,-10.06,0.479,120.005,79
32iPykTXUNZ9oGyACGUybq,Offset,How Did I Get Here (feat. J. Cole),0.883,0.544,-7.92,0.114,129.993,79
4bi9YrkOvmg4Eb7h00AW2c,Rich The Kid,Fall Threw (feat. Young Thug & Gunna),0.864,0.652,-6.815,0.692,75.988,79
7IMGshuSNOXHgmboboPpIH,R3HAB,BAD!,0.701,0.816,-5.95,0.316,125.068,78
0q6boCcLaWYPIy2vOsksFg,(G)I-DLE,Senorita,0.782,0.808,-3.139,0.42,120.021,78
6EMsxZwsgTOLgWNdxtCIzQ,Sia,Thunderclouds,0.691,0.716,-5.985,0.507,112.035,78
339Y993TrFyWyO438be0RY,Khalid,Better,0.692,0.552,-9.543,0.15,98.028,78
06Pvy98db25O7wlfFFFIRM,EVERGLOW,Bon Bon Chocolat,0.719,0.828,-5.559,0.634,139.927,78
7dsEsd0rlVs6PddRJj64ho,Iggy Azalea,Sally Walker,0.905,0.492,-8.953,0.605,140.076,78
2gwkD6igEhQbDQegRCcdoB,DaBaby,Suge,0.876,0.662,-6.482,0.844,75.445,78
0BOm90PDLRJpTSqqd6z52E,Luis Fonsi,Sola,0.569,0.526,-6.67,0.474,124.969,78
4Y0TtDriFlN3XZoQx6PYsu,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",0.641,0.537,-5.452,0.0681,112.864,78
6fIMvZ2JA9kuQG8IuDgWMM,YBN Cordae,Have Mercy,0.772,0.385,-8.037,0.362,137.962,78
1N3rf6ZFzb8NPYeLCmgzj7,Natti Natasha,Me Gusta,0.851,0.688,-3.992,0.708,96.025,78
1R6VwZ8TuHRzxZUxe88n4I,2 Chainz,Rule The World (feat. Ariana Grande),0.592,0.584,-6.232,0.447,88.073,78
4L9Ds4mpD3SuYoWwFUlv16,Florida Georgia Line,Simple,0.362,0.882,-3.717,0.864,199.811,78
06LFFPPS7MylCZXps3cO4m,Juice WRLD,Who Shot Cupid?,0.758,0.932,-2.809,0.592,125.993,78
3y5B5ebFMzEEFqCPOesAXR,Maren Morris,GIRL,0.44,0.793,-3.95,0.447,143.599,78
4KXDT3pmPDB9IB6hTUoGpd,PnB Rock,I Like Girls (feat. Lil Skies),0.702,0.77,-3.519,0.735,178.163,78
6Zc5f20q7sOe1IC1c1jQvZ,Halsey,Without Me (with Juice WRLD),0.742,0.515,-6.103,0.452,136.02,78
1HY7Ze0NWqDJkl4g4MV62Q,Thomas Rhett,Look What God Gave Her,0.732,0.847,-3.921,0.885,113.012,78
3NncP0ajz9lqYAZcQD7Bpo,Reik,Duele,0.684,0.842,-4.54,0.483,174.051,77
33CfD8UkDEcSdAP9j4QpUY,Jax Jones,All Day And Night - Jax Jones & Martin Solveig Present Europa,0.585,0.782,-4.101,0.521,121.908,77
0Hgqglypzt6Qs5Duqskcqs,Khalid,Heaven,0.42,0.479,-8.881,0.11,116.989,77
59ywHNwwchG4nZJMLyxSzd,Offset,Clout (feat. Cardi B),0.919,0.622,-7.384,0.424,140.022,77
4rWC4tiO4NCwRHdh6vyu6b,Juice WRLD,Big,0.768,0.641,-6.197,0.231,144.963,77
0xq4ZTcmwBfkPGo4RRKmMe,CHUNG HA,Gotta Go,0.53,0.829,-2.526,0.423,101.85,77
4QjVfuu7om31HBan0jlX4p,Mabel,Don't Call Me Up,0.674,0.881,-2.853,0.234,98.994,77
12VqHHz4wvVcnEdSivjLeQ,Khalid,Alive,0.386,0.406,-10.419,0.205,78.616,77
52EB2Gk1nkxZmbomJOXUde,Steve Aoki,Are You Lonely (feat. ISÁK),0.517,0.793,-5.851,0.176,90.06,77
7p4zGB2Xj1hs7eoJU79YrV,Syn Cole,Getaway - VIP Mix,0.71,0.842,-3.156,0.761,124.119,77
78P2cNBhbdjXWIRYuEXkV6,Khalid,Don't Pretend,0.591,0.547,-8.835,0.222,89.005,77
4WuKHgxdCJsaOBIh7yndty,Stray Kids,MIROH,0.563,0.979,-3.104,0.503,126.063,77
6qyz1KOlGJsKYJ4ZsRmRSD,Hwa Sa,TWIT,0.679,0.813,-3.367,0.584,136.067,77
2oVoSgGAlog02WQ2pLCxcT,Tom Walker,Now You're Gone (feat. Zara Larsson),0.644,0.721,-8.495,0.233,101.503,77
4W9XGjEUVG9junR70FOLii,Offset,Lick,0.959,0.539,-6.611,0.657,103.0,77
0Qd2KYCmwGYiTF3A0opS6b,Lil Skies,Real Ties,0.819,0.616,-5.534,0.524,87.493,77
5pzeevBDvU6GVXqUKoiYDX,Netsky,I Don’t Even Know You Anymore (feat. Bazzi & Lil Wayne),0.709,0.784,-3.182,0.584,97.007,77
6E7jAJN2e3znSHyPCdQqx8,Mamamoo,gogobebe,0.704,0.787,-3.113,0.707,96.929,77
4EnEGf9JzAJhF1XNY9DJcD,G-Eazy,"West Coast (feat. Blueface, ALLBLACK & YG)",0.882,0.775,-4.986,0.805,98.023,77
4cQrSREMqBSvJ8ZzBZjVb8,James Blake,Mile High (feat. Travis Scott & Metro Boomin),0.754,0.37,-9.854,0.228,114.941,77
42w7pX3r1TpLR0i55Ek5ND,Khalid,Bluffin',0.529,0.314,-10.323,0.288,129.664,77
3WyRgi8CzQnhzO0xw79tTS,DaBaby,Goin Baby,0.755,0.772,-5.585,0.678,132.906,77
4zb3kFL9fXrrfTwIY4CcDy,Ellie Goulding,Flux,0.518,0.465,-5.903,0.302,93.024,77
2swZ0X1njeU32SNJeBKIfW,Aventura,Inmortal,0.77,0.775,-4.65,0.848,124.015,77
5Apvsk0suoivI1H8CmBglv,Hozier,Almost (Sweet Music),0.523,0.687,-5.601,0.711,90.036,76
1PfUKiMDKIlPEF9FfdJawc,Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,0.492,0.144,-10.125,0.274,164.839,76
572BChNcXOIvtfn2TGmTKc,Juice WRLD,ON GOD (feat. Young Thug),0.797,0.722,-6.23,0.338,145.99,76
5FxKZ4IajYIRDjAWAboiB4,Kodak Black,Pimpin Ain't Eazy,0.644,0.501,-8.959,0.173,129.828,76
35l8ivgXiWiDCv7TCZ50Da,Comethazine,Walk (Remix),0.813,0.586,-10.478,0.798,160.043,76
5gsW8TMmNVnevjq13h0Nlp,Jon Z,DESPUES QUE TE PERDI,0.762,0.813,-3.863,0.6,108.934,76
6WaogiItGdUTm490XN4QKJ,pewdiepie,Congratulations,0.7,0.795,-9.019,0.696,136.018,76
1ogmtYEsS4ywfLIhMee5bu,Roddy Ricch,How It Is (feat. The Plug),0.672,0.6,-9.318,0.226,147.381,76
2VGD6mGeuv6aORaU0vKsHB,Rich The Kid,Tic Toc (with Tory Lanez),0.78,0.635,-4.269,0.182,169.978,76
4dOmgE4ULbySxpeGObN8RL,Juice WRLD,Syphilis,0.782,0.659,-3.103,0.336,148.03,76
4gJUBncw0XCMTBHneTjqGx,Rich The Kid,Like Mike (feat. Jay Critch & A Boogie wit da Hoodie),0.833,0.639,-5.162,0.843,142.011,76
6PXhPHhZy1MpxuTNA1Ad4L,Lil Skies,Stop The Madness (feat. Gunna),0.651,0.833,-5.153,0.594,80.977,76
5kXDF4OmM5COyeo6z97nEk,Vampire Weekend,Harmony Hall,0.653,0.76,-6.086,0.6,98.008,76
36dhj3CSJ2gsED35rBswno,Nio Garcia,Mírame,0.775,0.787,-4.488,0.665,175.993,76
0zYqFyhiTj419q56lNsjk0,BLACKPINK,Don't Know What To Do,0.626,0.654,-4.113,0.431,129.856,76
1Yi8XPnCPoimWwqxwm3uz9,Catfish and the Bottlemen,Longshot,0.481,0.765,-4.025,0.465,102.829,76
1fHRzxbts9A8J1ergDe7Kz,Khalid,Saturday Nights,0.574,0.37,-10.803,0.354,83.162,76
7cLm450e9XaPrEZTSTsfwU,Bea Miller,it's not u it's me,0.776,0.568,-6.419,0.749,150.901,76
3XiNC94b4Tq1xwv70sQJGN,Lil Uzi Vert,Sanguine Paradise,0.725,0.57,-7.186,0.228,135.085,76
1WqLtczgKdbHFHhefOU0y7,Khalid,Self,0.618,0.693,-7.889,0.439,143.98,76
4BOikd4oZjOYMde9AXfrTo,Kehlani,Feels,0.369,0.609,-4.477,0.381,80.362,76
7gL0eIncXB5ELO8BFMR3Uv,Silvestre Dangond,Vivir Bailando,0.846,0.848,-4.752,0.553,91.971,76
2AaF78iCWISMWYog5RnSi5,John Legend,Preach,0.508,0.729,-5.712,0.412,91.906,76
5rU6kDNXZLXIinFezpbWbO,NAV,Tap (feat. Meek Mill),0.901,0.676,-7.033,0.452,85.018,76
0SfG57HqtBNqKN9O27fo1s,Lil Pump,Racks on Racks,0.822,0.484,-7.166,0.0934,150.061,76
4TWflhgevIGo448fWc6mQq,Offset,Red Room,0.936,0.559,-8.587,0.527,112.347,76
3SOp10shYtVHuZWxVGenUb,Mike Posner,Move On,0.741,0.686,-5.704,0.418,102.027,76
78Nyf6RlqBANlMhSnKyClT,CNCO,Pretend,0.68,0.883,-3.862,0.834,101.983,76
1roCmBlcpV7LzsmB7pmCyt,Alec Benjamin,Let Me Down Slowly (feat. Alessia Cara),0.655,0.569,-5.018,0.44,150.267,76
6XRgC4KAp4upKu0v7H4tQo,The Black Keys,Lo/Hi,0.606,0.679,-7.445,0.705,122.012,76
5ZOEulH7fvK4ZkMLTOyKL0,Juice WRLD,Demonz (feat. Brent Faiyaz) - Interlude,0.502,0.309,-11.389,0.18,169.522,75
7MKNP9GEcCj4Vcfw3IerQ6,Lil Nas X,Old Town Road,0.908,0.517,-6.063,0.471,136.019,75
0Goo25lbtpwor5vb0K2r21,Lil Skies,Nowadays Pt. 2 (feat. Landon Cube),0.687,0.829,-3.607,0.349,152.059,75
7jKUnzzOGhAlPjr7LkIUlE,2 Chainz,Momma I Hit A Lick (feat. Kendrick Lamar),0.796,0.467,-6.293,0.4,179.974,75
7ch7IMYm9DaujSfI1ToSzu,Eladio Carrion,Mi Error,0.565,0.629,-5.516,0.344,167.961,75
7C6JnGZRj0HMIF06rlz9Mb,Old Dominion,Make It Sweet,0.539,0.859,-4.465,0.456,89.937,75
2vXKRlJBXyOcvZYTdNeckS,Gesaffelstein,Lost in the Fire (feat. The Weeknd),0.658,0.671,-12.21,0.166,100.966,75
1qlCjzyib3wt99XKcTeQkF,Steve Aoki,Play It Cool,0.812,0.805,-3.83,0.568,119.958,75
15LOSQ3z91ZB2wMiMhiCjZ,Juice WRLD,Desire,0.597,0.767,-4.713,0.205,148.009,75
0UvBmQOhu4DVXJtdzGc5eV,Trey Songz,Chi Chi (feat. Chris Brown),0.744,0.549,-6.041,0.277,110.004,75
4yJ6CHGtEjUnMsZ4IMqReH,SUNMI,Noir 누아르,0.642,0.676,-4.771,0.257,117.031,75
18KjYhghq6K3ZmfcewWDp6,Martin Garrix,Mistaken (feat. Alex Aris),0.424,0.694,-4.912,0.0801,128.034,75
2OaKHGvIxoOzIYjyMsxcT8,Gunna,3 Headed Snake (feat. Young Thug),0.914,0.415,-10.708,0.646,135.03,75
4Z9cAwlkruSbWblPBthygg,Juice WRLD,10 Feet,0.678,0.681,-7.698,0.525,104.014,75
76PwajqH3ej4hnk9tgaJpp,Gunna,Outstanding,0.829,0.73,-4.554,0.324,149.075,75
015jLlgBeSkl3CApWJhlv7,Boogie,Rainy Days (feat. Eminem),0.866,0.51,-6.254,0.171,106.949,75
6IAgarq2wDeYzpsY2Kx0Hw,Solange,Almeda,0.827,0.553,-5.296,0.0631,110.015,75
4LRKHjC3WH5AKZSGZzlnGk,Lizzo,Tempo (feat. Missy Elliott),0.833,0.722,-5.563,0.588,107.019,75
0baYVkFX4vIXXmIuHRWXDN,Juice WRLD,Out My Way,0.664,0.832,-3.166,0.498,164.144,75
6ZvLKwgPKlyZtDPkTWjPI7,Oliver Heldens,This Groove,0.823,0.909,-4.508,0.787,124.025,75
6MDjeiUWPPgEwLtiBrr9he,GASHI,My Year,0.842,0.808,-3.243,0.705,145.03,75
6LkawpJyy0TZJ6Z41gMVyy,Juice WRLD,The Bees Knees,0.427,0.724,-4.751,0.289,140.029,75
3eB9M6owEHwk4nNrZRNUwd,Alejandro Sanz,Mi Persona Favorita,0.582,0.659,-7.511,0.583,155.957,75
11p2ty4w5GpoFL4vcK0Cru,Lil Skies,Name in the Sand,0.646,0.656,-6.798,0.501,160.065,75
01DOm09B2AbiTARAbXVI6g,ScHoolboy Q,CHopstix (with Travis Scott),0.958,0.6,-6.996,0.607,127.933,75
09yhMTRqQ1I1dniu3PoIQi,Lost Kings,Don't Kill My High,0.674,0.932,-4.876,0.826,144.039,75
3ksmU0DaEUMEVzx5V6cc3z,Old Dominion,One Man Band,0.705,0.363,-8.327,0.482,75.98,75
0Y4L4iWjUH34u2qnois2fI,Russ,AINT GOIN BACK,0.709,0.721,-6.117,0.414,148.108,75
6oV5zsbz9V2nZ79PYam9yC,NLE Choppa,Shotta Flow 2,0.746,0.527,-6.93,0.392,131.792,75
2U6RSyXFnDVNYoD9iUgi09,KARD,Bomb Bomb,0.76,0.842,-5.558,0.882,102.987,74
4CX70Nt2kRmhs77NqBMyCu,Sia,Genius,0.622,0.621,-4.924,0.567,158.946,74
2sU9EjevkrU9OkPZudvFNN,Imagine Dragons,Believer (feat. Lil Wayne),0.487,0.838,-4.319,0.762,93.701,74
64wjSAPLRnrjNByQCxnX3u,Ryan Hurd,To a T,0.687,0.641,-5.814,0.663,120.04,74
0SQ8yalm13UIJuebuZkQlH,Offset,Wild Wild West (feat. Gunna),0.902,0.621,-5.315,0.497,114.007,74
3eVuglKxN2sjoIGHAsFAge,benny blanco,I Found You / Nilda’s Story (with Calvin Harris & Miguel),0.376,0.24,-9.79,0.202,78.787,74
7KVPsVMOK3NL7subwJ0dZj,Gunna,Who You Foolin,0.916,0.756,-7.653,0.756,115.69,74
7f1zjZG77S891Uv4O68yfk,DaBaby,Baby Sitter (feat. Offset),0.852,0.73,-5.803,0.394,92.506,74
3usM520kfIRpWNaYOwdnYI,Juice WRLD,Rider,0.583,0.815,-4.257,0.451,140.031,74
3KkWGDCb6byHjNYjxBihGK,NAV,Habits,0.75,0.534,-7.004,0.451,159.998,74
0wt9RjddODlWDetpuaXfRK,Post Malone,"Sunflower (Remix) [with Swae Lee, Nicky Jam, and Prince Royce] - Remix",0.604,0.754,-4.243,0.28,179.836,74
1I3ZAmPmbFV78oNKnibOiW,Future,Jumpin on a Jet,0.824,0.595,-6.346,0.157,140.039,74
2QoDAlMnML5haTXvYRS86X,Cage The Elephant,Ready To Let Go,0.72,0.893,-3.279,0.795,100.96,74
59NBECAQ5tXNmtKbRFcYil,AJR,100 Bad Days,0.626,0.639,-5.62,0.638,144.009,74
79yScU3wNnv2yPF3awYqnU,Rex Orange County,New House,0.402,0.378,-8.682,0.317,73.262,74
5unCIQfJLMtcsiU6MP5zmB,MOMOLAND,I’m So Hot,0.75,0.883,-1.712,0.85,127.069,74
15AF6h7aQ0ibWzBbzAFLL9,Lil Mosey,Bust Down Cartier,0.632,0.727,-7.353,0.407,161.707,74
13TMuxC8tdSfthXpHG9D26,blackbear,1 SIDED LOVE,0.584,0.42,-7.827,0.283,90.051,74
6iey2E15nqKQ60KW8vBQQi,Dean Lewis,Stay Awake,0.727,0.797,-7.956,0.6,106.033,74
3Y8JSCYjFznthCYb5HZ8lW,Flume,Friends,0.628,0.668,-5.935,0.347,138.865,74
1nufXiTCTTAeJfO9hLHvO8,ARTY,Save Me Tonight,0.55,0.899,-3.284,0.408,125.85,73
1dYovbTTxX5lGJVEdEStm3,Tyga,Floss In The Bank,0.863,0.77,-3.832,0.798,103.932,73
0CALOqrkXAE7WB2nyIATLk,Hikaru Utada,Face My Fears - English Version,0.628,0.751,-7.041,0.44,159.965,73
69oPVTn6mFjMoB3axEejog,Lennon Stella,BITCH (takes one to know one),0.746,0.55,-9.68,0.522,97.018,73
6GqRl2u7LIW93T8Vi5LnXU,WALK THE MOON,Timebomb,0.583,0.778,-4.766,0.446,122.053,73
6Ks1e4WEUeOGgnTGZ4IMXo,BLACKPINK,Kick It,0.762,0.782,-3.563,0.389,124.966,73
6GCIYIWUBSLontW6divqsw,Solange,Stay Flo,0.823,0.558,-7.119,0.674,155.974,73
2lgyZWQSJWmswrLJyM27kB,Nina Nesbitt,Is It Really Me You're Missing,0.535,0.297,-6.043,0.0492,147.569,73
108r6pnZHStBIktpyyps9w,Alesso,TIME,0.768,0.808,-1.818,0.664,119.971,73
57MUBmB0IhftnHLtlQK9JP,Dermot Kennedy,Lost,0.578,0.731,-5.966,0.501,139.442,73
2soCr3tI1sJ6lFrxBPQVzQ,Why Don't We,Cold In LA,0.676,0.624,-5.731,0.726,109.986,73
05fVrhFBjfElZiDfHDRxhF,Jason Derulo,Let's Shut Up & Dance,0.765,0.893,-2.891,0.715,110.051,73
3zM2prB16NRn1zggh1KCY0,Juice WRLD,She’s The One,0.621,0.804,-5.502,0.396,155.984,73
6Ur6u4Ici7NYBiuGEEkNMP,Lil Skies,Flooded,0.714,0.636,-5.286,0.52,166.049,73
0AKwYorDdgm3NtusTmPlkn,Lil Skies,Blue Strips,0.776,0.776,-6.366,0.68,161.983,73
2IoZOYOZDrWCOLoZoYedxQ,Gunna,One Call,0.861,0.481,-7.309,0.188,146.992,73
7Ii2ALuxW7NkLfQPhV4Rn2,Logic,Bohemian Trapsody,0.725,0.838,-7.486,0.414,140.053,73
0BhvzFxq3FHiMdGcLiTphr,Anderson .Paak,Make It Better (feat. Smokey Robinson),0.672,0.547,-6.603,0.553,178.437,73
7r62wx5N1cOQxYr6b0p2Bi,Rich The Kid,Two Cups (feat. Offset & Big Sean),0.829,0.744,-4.576,0.514,93.041,73
0tkmYNfaEaH9HpR59ApRtE,Kehlani,Nunya (feat. Dom Kennedy),0.675,0.71,-4.027,0.574,97.98,73
0qy1xNhQvnRhEpvKxdXYUR,Yung Pinch,Nightmares (feat. Lil Skies),0.579,0.698,-5.701,0.302,165.071,73
01OFymiHwXOqOBBD1AtQJd,P!nk,Hustle,0.716,0.794,-5.138,0.542,96.751,73
1AtJv3Zzf4DA9UfX822V6D,YBN Nahmir,Baby 8,0.656,0.675,-9.476,0.475,162.839,73
6NGeKy2lLt86dxDjJAtBFk,Lil Skies,Breathe,0.642,0.741,-5.204,0.72,76.016,73
6UnCGAEmrbGIOSmGRZQ1M2,Maggie Rogers,Light On,0.657,0.569,-6.287,0.399,102.054,73
4yoQbSPoj8H3O8M3EKvC74,Juice WRLD,Won’t Let Go,0.617,0.791,-4.292,0.653,150.061,73
2e9N4vHYVUwSwRorBzsZXE,Hozier,Almost (Sweet Music),0.427,0.689,-5.589,0.706,88.875,73
1KjQPDJQCUuqDj3AmfSBCa,NLE Choppa,CAPO,0.617,0.953,-4.162,0.594,154.964,73
0rhxoXFMKRtm1dQJfi72Yh,YNW Melly,No Heart,0.76,0.568,-3.92,0.414,77.482,73
5EpR6BqAnwR9PPl6sIrzGy,Cheat Codes,Who's Got Your Love,0.704,0.888,-2.872,0.531,125.027,73
4Cy5f4JsH1yoeGks7FnoHw,Alok,All The Lies (with Felix Jaehn & The Vamps),0.611,0.835,-4.107,0.672,102.023,73
0TtSoFrbLGjmpIgY4KgBeq,Anderson .Paak,King James,0.731,0.877,-8.497,0.891,107.891,72
0AtY4uFaYBIl6tAjONkk1Z,Jacquees,Your Peace (feat. Lil Baby),0.518,0.63,-5.968,0.576,195.958,72
1wkHhcUnVOMhLtA79dQaQx,Julia Michaels,Into You,0.692,0.471,-7.124,0.827,158.004,72
0mnVrUP1TAoO223C0N2NYI,SAINt JHN,Trap (feat. Lil Baby),0.792,0.839,-2.887,0.354,116.985,72
6AyI8UGx8Y4peb7pLOy2pf,Ariana Grande,7 rings (feat. 2 Chainz) - Remix,0.78,0.341,-10.162,0.342,70.011,72
3Uu6pcfL9xsdfsKRx3DXRf,gnash,the broken hearts club,0.62,0.288,-9.431,0.691,100.385,72
3qbHA5vvQj249vmnhcTxQV,TOMORROW X TOGETHER,Our Summer,0.739,0.571,-5.537,0.246,107.98,72
5d1fRO6RYAtbPPgbpSHnlA,Lost Kings,Anti-Everything,0.734,0.663,-7.292,0.256,101.943,72
7xhvCzIguRfyfQyGrnWuVn,Ally Brooke,Low Key (feat. Tyga),0.79,0.546,-5.553,0.748,109.014,72
2JRLoT6z48Pfihyj1s1u77,Jack & Jack,Day Dreaming,0.752,0.59,-5.688,0.353,101.241,72
2nOrEg4ZHuR0cFQHeV8RnI,YBN Cordae,Locationships,0.715,0.482,-9.381,0.686,136.297,72
4xrp7IHh0xuNuGVu3oSv67,Sia,Audio,0.365,0.692,-4.586,0.372,89.998,72
4Gcv5SsxnQWpmOnUI19EJk,Gryffin,All You Need To Know (feat. Calle Lehmann),0.513,0.788,-4.629,0.234,139.987,72
2H4gf1wLxvYreMj1jcaN0k,Dean Lewis,Be Alright,0.551,0.537,-7.595,0.493,126.421,72
4Joy4odtE1z0AX32uWoAQn,NGHTMRE,REDLIGHT,0.611,0.931,-4.189,0.225,129.903,72
0BOmhToQ03yOdpzYKMEnAg,Gunna,Baby Birkin,0.848,0.649,-6.083,0.629,118.04,72
6ERR6e7h6wCqGoz1TjiUJb,Luke Bryan,Knockin' Boots,0.739,0.682,-3.728,0.634,131.983,72
5ql2mP9FUhB3SgMzv2akuO,Dzeko,Heaven (feat. Veronica),0.657,0.882,-3.565,0.179,127.994,72
14PWHDV87nXiSuClZDsEYC,Gunna,Richard Millie Plain,0.744,0.674,-7.518,0.316,134.021,72
0e9yz3Fz7Nn6I5E4XBP8no,Marshmello,Sell Out,0.605,0.963,0.634,0.42,145.013,72
3deRMhnycNFbCZHCCld9oy,Jennifer Lopez,Medicine,0.827,0.831,-2.446,0.457,102.048,72
2CPLGREl5ahzA2WPBMkpxh,Maggie Rogers,Fallingwater,0.389,0.322,-8.933,0.453,86.929,72
3TTWpDAiJfyoJDd5v2F8C3,SG Lewis,Throwaway (with Clairo),0.789,0.49,-6.588,0.869,140.034,72
3TpBefRZ1vFcOH6z57PQRI,Bryce Vine,La La Land (feat. YG),0.781,0.469,-5.107,0.412,98.013,72
73Jdi1pXMmpo5LcsSXiFLO,Chad Brownlee,Forever's Gotta Start Somewhere,0.544,0.759,-4.506,0.386,107.904,72
5KgjRZKraoTkHAUONmVFo1,MARINA,Orange Trees,0.731,0.66,-6.892,0.547,100.988,72
2nBkgxlht8knPvUQN5Tmdk,Vampire Weekend,Sunflower (feat. Steve Lacy),0.863,0.576,-5.691,0.932,100.03,72
2VBYFWgwIlJjyzidPTHQqp,Snakehips,Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE),0.797,0.93,-3.37,0.907,123.985,72
20QsjZcPfLlW9OidT7RphJ,Rich The Kid,Save That,0.875,0.678,-5.14,0.59,95.991,72
2pzlvIwI67SEfjLwkZISh8,Lil Skies,When I’m Wasted,0.735,0.639,-5.851,0.714,92.946,72
1h6OiyF7bf4jifbw1s7mVD,Comethazine,NONSENSE,0.639,0.812,-4.113,0.5,182.016,72
68vxG1i6RSmrsY9mRdqDgG,Maggie Rogers,Burning,0.735,0.688,-5.471,0.282,110.045,72
4P1EGoXLWQ1YF6Nsmr1pfy,LÉON,You And I,0.554,0.786,-4.288,0.358,120.057,72
18LhA0zBzAa2YnhcN3hWGa,Tyla Yaweh,High Right Now,0.703,0.557,-6.798,0.127,159.985,72
0k7Qyc2J6cUryNNhf0pPEL,Lil Skies,Ok 4 Now,0.66,0.544,-9.44,0.313,140.103,72
7C31PdvTuSvEFqn2sKISsX,TOMORROW X TOGETHER,Blue Orangeade,0.758,0.848,-3.601,0.42,111.015,72
47Ad1NzqPuUFbCIURd94Oj,Offset,North Star (feat. CeeLo Green),0.67,0.391,-9.939,0.108,79.971,72
5HlFO9E6TgsCpJWVjguZDl,James TW,Suitcase,0.669,0.396,-8.724,0.546,86.927,72
