Artist Name,Track Name,Genre,Popularity Score
Vampire Weekend,2021,indietronica,57
Vampire Weekend,2021,modern rock,57
Vampire Weekend,2021,stomp and holler,57
Yelawolf,Box Chevy 6,hip hop,60
Yelawolf,Box Chevy 6,pop rap,60
Yelawolf,Box Chevy 6,rap,60
Yelawolf,Box Chevy 6,southern hip hop,60
Jake Owen,That's On Me,contemporary country,54
Jake Owen,That's On Me,country,54
Jake Owen,That's On Me,country pop,54
Jake Owen,That's On Me,country road,54
Jake Owen,That's On Me,modern country rock,54
Oscar Cortez,Se Real,corrido,67
Oscar Cortez,Se Real,regional mexican pop,67
Sara Bareilles,Saint Honesty,acoustic pop,58
Sara Bareilles,Saint Honesty,dance pop,58
Sara Bareilles,Saint Honesty,folk-pop,58
Sara Bareilles,Saint Honesty,hollywood,58
Sara Bareilles,Saint Honesty,lilith,58
Sara Bareilles,Saint Honesty,neo mellow,58
Sara Bareilles,Saint Honesty,pop,58
Sara Bareilles,Saint Honesty,pop rock,58
Sara Bareilles,Saint Honesty,post-teen pop,58
Sara Bareilles,Saint Honesty,show tunes,58
Sara Bareilles,Saint Honesty,viral pop,58
Sara Bareilles,Wicked Love,acoustic pop,58
Sara Bareilles,Wicked Love,dance pop,58
Sara Bareilles,Wicked Love,folk-pop,58
Sara Bareilles,Wicked Love,hollywood,58
Sara Bareilles,Wicked Love,lilith,58
Sara Bareilles,Wicked Love,neo mellow,58
Sara Bareilles,Wicked Love,pop,58
Sara Bareilles,Wicked Love,pop rock,58
Sara Bareilles,Wicked Love,post-teen pop,58
Sara Bareilles,Wicked Love,show tunes,58
Sara Bareilles,Wicked Love,viral pop,58
Riff Raff,TiP TOE 3,trap music,66
Riff Raff,TiP TOE 3,underground hip hop,66
Chris Janson,Good Vibes,contemporary country,63
Chris Janson,Good Vibes,country pop,63
Chris Janson,Good Vibes,country road,63
Chris Janson,Good Vibes,modern country rock,63
Chris Janson,Good Vibes,redneck,63
Drake,Say What's Real,canadian hip hop,65
Drake,Say What's Real,canadian pop,65
Drake,Say What's Real,hip hop,65
Drake,Say What's Real,pop rap,65
Drake,Say What's Real,rap,65
Yelawolf,No Such Thing As Free,hip hop,60
Yelawolf,No Such Thing As Free,pop rap,60
Yelawolf,No Such Thing As Free,rap,60
Yelawolf,No Such Thing As Free,southern hip hop,60
Rita Ora,Big Yellow Taxi - Recorded at Spotify Studios NYC,dance pop,60
Rita Ora,Big Yellow Taxi - Recorded at Spotify Studios NYC,pop,60
Rita Ora,Big Yellow Taxi - Recorded at Spotify Studios NYC,post-teen pop,60
Rita Ora,Big Yellow Taxi - Recorded at Spotify Studios NYC,r&b,60
Rita Ora,Big Yellow Taxi - Recorded at Spotify Studios NYC,tropical house,60
Rita Ora,Big Yellow Taxi - Recorded at Spotify Studios NYC,uk pop,60
Drake,Unstoppable (feat. Santigold & Lil Wayne),canadian hip hop,65
Drake,Unstoppable (feat. Santigold & Lil Wayne),canadian pop,65
Drake,Unstoppable (feat. Santigold & Lil Wayne),hip hop,65
Drake,Unstoppable (feat. Santigold & Lil Wayne),pop rap,65
Drake,Unstoppable (feat. Santigold & Lil Wayne),rap,65
03 Greedo,Trap House (feat. Shoreline Mafia),cali rap,62
03 Greedo,Trap House (feat. Shoreline Mafia),trap music,62
03 Greedo,Trap House (feat. Shoreline Mafia),vapor trap,62
03 Greedo,Trap House (feat. Shoreline Mafia),west coast trap,62
Yelawolf,Drugs,hip hop,60
Yelawolf,Drugs,pop rap,60
Yelawolf,Drugs,rap,60
Yelawolf,Drugs,southern hip hop,60
Tayla Parx,I Want You,alternative r&b,66
QUIX,Berserk (feat. Yung Bambi),brostep,65
QUIX,Berserk (feat. Yung Bambi),electro house,65
QUIX,Berserk (feat. Yung Bambi),electronic trap,65
QUIX,Berserk (feat. Yung Bambi),vapor twitch,65
CLC,No,k-pop,71
dodie,Monster,pop,67
Ciara,Greatest Love,dance pop,65
Ciara,Greatest Love,hip hop,65
Ciara,Greatest Love,hip pop,65
Ciara,Greatest Love,pop,65
Ciara,Greatest Love,pop rap,65
Ciara,Greatest Love,post-teen pop,65
Ciara,Greatest Love,r&b,65
Ciara,Greatest Love,rap,65
Ciara,Greatest Love,urban contemporary,65
Hillsong UNITED,Good Grace - Live,ccm,61
Hillsong UNITED,Good Grace - Live,christian alternative rock,61
Hillsong UNITED,Good Grace - Live,christian music,61
Hillsong UNITED,Good Grace - Live,world worship,61
Hillsong UNITED,Good Grace - Live,worship,61
Bring Me The Horizon,sugar honey ice & tea,melodic metalcore,70
Bring Me The Horizon,sugar honey ice & tea,metalcore,70
Bring Me The Horizon,sugar honey ice & tea,rock,70
Bring Me The Horizon,sugar honey ice & tea,screamo,70
MARINA,True,dance pop,64
MARINA,True,electropop,64
MARINA,True,indie poptimism,64
MARINA,True,metropopolis,64
MARINA,True,pop,64
MARINA,True,post-teen pop,64
MARINA,True,tropical house,64
MARINA,True,uk alternative pop,64
Armin van Buuren,Therapy - Sebastian Davidson Remix,edm,0
Armin van Buuren,Therapy - Sebastian Davidson Remix,progressive house,0
Armin van Buuren,Therapy - Sebastian Davidson Remix,progressive trance,0
Armin van Buuren,Therapy - Sebastian Davidson Remix,trance,0
Armin van Buuren,This Is What It Feels Like - John Ewbank Classical Remix,edm,0
Armin van Buuren,This Is What It Feels Like - John Ewbank Classical Remix,progressive house,0
Armin van Buuren,This Is What It Feels Like - John Ewbank Classical Remix,progressive trance,0
Armin van Buuren,This Is What It Feels Like - John Ewbank Classical Remix,trance,0
Travis Denning,After A Few,country pop,62
Sara Bareilles,Someone Who Loves Me,acoustic pop,57
Sara Bareilles,Someone Who Loves Me,dance pop,57
Sara Bareilles,Someone Who Loves Me,folk-pop,57
Sara Bareilles,Someone Who Loves Me,hollywood,57
Sara Bareilles,Someone Who Loves Me,lilith,57
Sara Bareilles,Someone Who Loves Me,neo mellow,57
Sara Bareilles,Someone Who Loves Me,pop,57
Sara Bareilles,Someone Who Loves Me,pop rock,57
Sara Bareilles,Someone Who Loves Me,post-teen pop,57
Sara Bareilles,Someone Who Loves Me,show tunes,57
Sara Bareilles,Someone Who Loves Me,viral pop,57
Rita Ora,Only Want You - Recorded at Spotify Studios NYC,dance pop,62
Rita Ora,Only Want You - Recorded at Spotify Studios NYC,pop,62
Rita Ora,Only Want You - Recorded at Spotify Studios NYC,post-teen pop,62
Rita Ora,Only Want You - Recorded at Spotify Studios NYC,r&b,62
Rita Ora,Only Want You - Recorded at Spotify Studios NYC,tropical house,62
Rita Ora,Only Want You - Recorded at Spotify Studios NYC,uk pop,62
Modest Mouse,Poison the Well,alternative rock,62
Modest Mouse,Poison the Well,garage rock,62
Modest Mouse,Poison the Well,indie folk,62
Modest Mouse,Poison the Well,indie pop,62
Modest Mouse,Poison the Well,indie rock,62
Modest Mouse,Poison the Well,lo-fi,62
Modest Mouse,Poison the Well,modern rock,62
Modest Mouse,Poison the Well,pop rock,62
Modest Mouse,Poison the Well,stomp and holler,62
Modest Mouse,Poison the Well,washington indie,62
MARINA,End Of The Earth,dance pop,64
MARINA,End Of The Earth,electropop,64
MARINA,End Of The Earth,indie poptimism,64
MARINA,End Of The Earth,metropopolis,64
MARINA,End Of The Earth,pop,64
MARINA,End Of The Earth,post-teen pop,64
MARINA,End Of The Earth,tropical house,64
MARINA,End Of The Earth,uk alternative pop,64
Cage The Elephant,Goodbye,garage rock,51
Cage The Elephant,Goodbye,indie pop,51
Cage The Elephant,Goodbye,indie rock,51
Cage The Elephant,Goodbye,modern rock,51
Cage The Elephant,Goodbye,punk blues,51
Cage The Elephant,Goodbye,rock,51
Hillsong UNITED,As You Find Me - Live,ccm,61
Hillsong UNITED,As You Find Me - Live,christian alternative rock,61
Hillsong UNITED,As You Find Me - Live,christian music,61
Hillsong UNITED,As You Find Me - Live,world worship,61
Hillsong UNITED,As You Find Me - Live,worship,61
Weezer,Everybody Wants To Rule The World,alternative rock,64
Weezer,Everybody Wants To Rule The World,modern rock,64
Weezer,Everybody Wants To Rule The World,permanent wave,64
Weezer,Everybody Wants To Rule The World,pop punk,64
Weezer,Everybody Wants To Rule The World,pop rock,64
Weezer,Everybody Wants To Rule The World,post-grunge,64
Weezer,Everybody Wants To Rule The World,rock,64
Melii,HML (feat. A Boogie Wit da Hoodie),deep pop r&b,65
Melii,HML (feat. A Boogie Wit da Hoodie),trap queen,65
Tame Impala,Borderline,australian psych,0
Tame Impala,Borderline,modern rock,0
Tame Impala,Borderline,neo-psychedelic,0
Tame Impala,Borderline,psychedelic rock,0
Jake Owen,Ain't Here To Talk,contemporary country,54
Jake Owen,Ain't Here To Talk,country,54
Jake Owen,Ain't Here To Talk,country pop,54
Jake Owen,Ain't Here To Talk,country road,54
Jake Owen,Ain't Here To Talk,modern country rock,54
Maggie Rogers,Past Life,electropop,63
Cage The Elephant,House Of Glass,garage rock,65
Cage The Elephant,House Of Glass,indie pop,65
Cage The Elephant,House Of Glass,indie rock,65
Cage The Elephant,House Of Glass,modern rock,65
Cage The Elephant,House Of Glass,punk blues,65
Cage The Elephant,House Of Glass,rock,65
Yelawolf,Like I Love You,hip hop,60
Yelawolf,Like I Love You,pop rap,60
Yelawolf,Like I Love You,rap,60
Yelawolf,Like I Love You,southern hip hop,60
Judah & the Lion,Why Did You Run?,banjo,61
Judah & the Lion,Why Did You Run?,indiecoustica,61
Judah & the Lion,Why Did You Run?,modern rock,61
Judah & the Lion,Why Did You Run?,stomp and holler,61
Florida Georgia Line,Like You Never Had It,contemporary country,62
Florida Georgia Line,Like You Never Had It,country,62
Florida Georgia Line,Like You Never Had It,country pop,62
Florida Georgia Line,Like You Never Had It,country road,62
Florida Georgia Line,Like You Never Had It,modern country rock,62
Wage War,Low,melodic metalcore,66
Wage War,Low,metalcore,66
Wage War,Low,post-screamo,66
Wage War,Low,screamo,66
R3HAB,Up All Night - Skytech Remix,big room,61
R3HAB,Up All Night - Skytech Remix,dance pop,61
R3HAB,Up All Night - Skytech Remix,deep big room,61
R3HAB,Up All Night - Skytech Remix,dutch house,61
R3HAB,Up All Night - Skytech Remix,edm,61
R3HAB,Up All Night - Skytech Remix,electro house,61
R3HAB,Up All Night - Skytech Remix,pop,61
R3HAB,Up All Night - Skytech Remix,pop edm,61
R3HAB,Up All Night - Skytech Remix,progressive electro house,61
R3HAB,Up All Night - Skytech Remix,tropical house,61
Alta Consigna,El Amor De Mi Vida,regional mexican pop,70
Samm Henshaw,Church (feat. EARTHGANG),british soul,66
Samm Henshaw,Church (feat. EARTHGANG),indie r&b,66
Samm Henshaw,Church (feat. EARTHGANG),uk contemporary r&b,66
Kacey Musgraves,Rainbow,contemporary country,64
Kacey Musgraves,Rainbow,country dawn,64
Kacey Musgraves,Rainbow,dance pop,64
James Bay,Peer Pressure (Acoustic) [feat. Julia Michaels] - Acoustic,neo mellow,63
James Bay,Peer Pressure (Acoustic) [feat. Julia Michaels] - Acoustic,pop,63
James Bay,Peer Pressure (Acoustic) [feat. Julia Michaels] - Acoustic,pop rock,63
Solange,Exit Scott (interlude),alternative r&b,64
Solange,Exit Scott (interlude),hip pop,64
Solange,Exit Scott (interlude),neo soul,64
Solange,Exit Scott (interlude),pop,64
Solange,Exit Scott (interlude),r&b,64
Solange,Exit Scott (interlude),urban contemporary,64
Kid Bloom,Sugarcoat,indie garage rock,64
Kid Bloom,Sugarcoat,indie psych-rock,64
Granger Smith,Holler,contemporary country,61
Granger Smith,Holler,country,61
Granger Smith,Holler,country pop,61
Granger Smith,Holler,country road,61
Granger Smith,Holler,modern country rock,61
Granger Smith,Holler,outlaw country,61
Granger Smith,Holler,red dirt,61
Granger Smith,Holler,redneck,61
Granger Smith,Holler,texas country,61
Rhys Lewis,Better Than Today,indie anthem-folk,72
Rhys Lewis,Better Than Today,indie cafe pop,72
Rhys Lewis,Better Than Today,uk pop,72
Dean Lewis,Waves,australian pop,70
Dean Lewis,Waves,pop,70
SwuM,Don't know why,chillhop,66
SwuM,Don't know why,lo-fi beats,66
James Blake,I'll Come Too,indie r&b,66
James Blake,I'll Come Too,indietronica,66
James Blake,I'll Come Too,uk alternative pop,66
Kygo,Happy Now - R3HAB Remix,edm,71
Kygo,Happy Now - R3HAB Remix,pop,71
Kygo,Happy Now - R3HAB Remix,tropical house,71
Yelawolf,We Slum,hip hop,59
Yelawolf,We Slum,pop rap,59
Yelawolf,We Slum,rap,59
Yelawolf,We Slum,southern hip hop,59
Young Dolph,By Mistake (Remix) (feat. Juicy J & Project Pat),gangster rap,52
Young Dolph,By Mistake (Remix) (feat. Juicy J & Project Pat),hip hop,52
