Artist Name,Track Name,Genre,Popularity Score
NLE Choppa,I Don't Need No Help,vapor trap,67
Gunna,On A Mountain,atl hip hop,68
Gunna,On A Mountain,hip hop,68
Gunna,On A Mountain,pop rap,68
Gunna,On A Mountain,rap,68
Gunna,On A Mountain,trap music,68
NAV,To My Grave,canadian hip hop,69
NAV,To My Grave,pop,69
NAV,To My Grave,pop rap,69
NAV,To My Grave,rap,69
NAV,To My Grave,southern hip hop,69
NAV,To My Grave,trap music,69
Hozier,Dinner & Diatribes,folk-pop,67
Hozier,Dinner & Diatribes,irish singer-songwriter,67
Hozier,Dinner & Diatribes,pop,67
Knowmadic,Faces,chillhop,71
Knowmadic,Faces,lo-fi beats,71
Rich The Kid,Racks Today,atl hip hop,69
Rich The Kid,Racks Today,pop,69
Rich The Kid,Racks Today,pop rap,69
Rich The Kid,Racks Today,rap,69
Rich The Kid,Racks Today,southern hip hop,69
Rich The Kid,Racks Today,trap music,69
NAV,Amazing (feat. Future),canadian hip hop,69
NAV,Amazing (feat. Future),pop,69
NAV,Amazing (feat. Future),pop rap,69
NAV,Amazing (feat. Future),rap,69
NAV,Amazing (feat. Future),southern hip hop,69
NAV,Amazing (feat. Future),trap music,69
Mamamoo,gogobebe,k-pop,77
Mamamoo,gogobebe,korean pop,77
MAX,Love Me Less (feat. Quinn XCII),dance pop,68
MAX,Love Me Less (feat. Quinn XCII),indie poptimism,68
MAX,Love Me Less (feat. Quinn XCII),pop,68
MAX,Love Me Less (feat. Quinn XCII),post-teen pop,68
MAX,Love Me Less (feat. Quinn XCII),viral pop,68
Hozier,"Wasteland, Baby!",folk-pop,67
Hozier,"Wasteland, Baby!",irish singer-songwriter,67
Hozier,"Wasteland, Baby!",pop,67
blackbear,SWEAR TO GOD,pop,71
Kehlani,Too Deep,dance pop,69
Kehlani,Too Deep,pop,69
Kehlani,Too Deep,post-teen pop,69
Kehlani,Too Deep,r&b,69
Maggie Rogers,Give A Little,electropop,69
Calvin Harris,I'm Not Alone - 2009 Remaster,dance pop,50
Calvin Harris,I'm Not Alone - 2009 Remaster,edm,50
Calvin Harris,I'm Not Alone - 2009 Remaster,electro house,50
Calvin Harris,I'm Not Alone - 2009 Remaster,house,50
Calvin Harris,I'm Not Alone - 2009 Remaster,pop,50
Calvin Harris,I'm Not Alone - 2009 Remaster,progressive house,50
Calvin Harris,I'm Not Alone - 2009 Remaster,uk dance,50
2 Chainz,Statute Of Limitations,atl hip hop,67
2 Chainz,Statute Of Limitations,hip hop,67
2 Chainz,Statute Of Limitations,pop,67
2 Chainz,Statute Of Limitations,pop rap,67
2 Chainz,Statute Of Limitations,rap,67
2 Chainz,Statute Of Limitations,southern hip hop,67
2 Chainz,Statute Of Limitations,trap music,67
I Prevail,Hurricane,screamo,69
Marshmello,Sell Out,brostep,72
Marshmello,Sell Out,egyptian pop,72
Marshmello,Sell Out,progressive electro house,72
James Arthur,Impossible,dance pop,1
James Arthur,Impossible,pop,1
James Arthur,Impossible,post-teen pop,1
James Arthur,Impossible,talent show,1
Calvin Harris,I'm Not Alone - Thomas Schumacher Remix,dance pop,47
Calvin Harris,I'm Not Alone - Thomas Schumacher Remix,edm,47
Calvin Harris,I'm Not Alone - Thomas Schumacher Remix,electro house,47
Calvin Harris,I'm Not Alone - Thomas Schumacher Remix,house,47
Calvin Harris,I'm Not Alone - Thomas Schumacher Remix,pop,47
Calvin Harris,I'm Not Alone - Thomas Schumacher Remix,progressive house,47
Calvin Harris,I'm Not Alone - Thomas Schumacher Remix,uk dance,47
Steve Aoki,Play It Cool,big room,75
Steve Aoki,Play It Cool,dance pop,75
Steve Aoki,Play It Cool,edm,75
Steve Aoki,Play It Cool,electro house,75
Steve Aoki,Play It Cool,pop,75
Steve Aoki,Play It Cool,tropical house,75
Bhad Bhabie,Babyface Savage (feat. Tory Lanez),pop,71
Bhad Bhabie,Babyface Savage (feat. Tory Lanez),trap queen,71
Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,dance pop,76
Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,electropop,76
Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,pop,76
Sean Paul,Kramp Up,dance pop,0
Sean Paul,Kramp Up,dancehall,0
Sean Paul,Kramp Up,pop,0
Sean Paul,Kramp Up,pop rap,0
Randy Houser,Our Hearts (feat. Lucie Silvas),contemporary country,67
Randy Houser,Our Hearts (feat. Lucie Silvas),country,67
Randy Houser,Our Hearts (feat. Lucie Silvas),country pop,67
Randy Houser,Our Hearts (feat. Lucie Silvas),country road,67
Randy Houser,Our Hearts (feat. Lucie Silvas),modern country rock,67
Randy Houser,Our Hearts (feat. Lucie Silvas),redneck,67
Julia Michaels,Into You,dance pop,72
Julia Michaels,Into You,electropop,72
Julia Michaels,Into You,pop,72
Julia Michaels,Into You,post-teen pop,72
Julia Michaels,Into You,r&b,72
I Prevail,Breaking Down,screamo,68
Beast Coast,"Left Hand (feat. Joey Bada$$, Flatbush Zombies, The Underachievers, Kirk Knight, Nyck Caution, CJ Fly)",underground hip hop,70
BLACKPINK,DDU-DU DDU-DU - Remix,k-pop,69
DaBaby,Pony,nc hip hop,66
DaBaby,Pony,rap,66
DaBaby,Pony,southern hip hop,66
DaBaby,Pony,trap music,66
DaBaby,Pony,vapor trap,66
Future,Faceshot,atl hip hop,68
Future,Faceshot,hip hop,68
Future,Faceshot,pop,68
Future,Faceshot,pop rap,68
Future,Faceshot,rap,68
Future,Faceshot,southern hip hop,68
Future,Faceshot,trap music,68
Snoop Dogg,Candy (Drippin' Like Water) - Final Album Version (Explicit),g funk,0
Snoop Dogg,Candy (Drippin' Like Water) - Final Album Version (Explicit),gangster rap,0
Snoop Dogg,Candy (Drippin' Like Water) - Final Album Version (Explicit),hip hop,0
Snoop Dogg,Candy (Drippin' Like Water) - Final Album Version (Explicit),pop rap,0
Snoop Dogg,Candy (Drippin' Like Water) - Final Album Version (Explicit),rap,0
Snoop Dogg,Candy (Drippin' Like Water) - Final Album Version (Explicit),west coast rap,0
Doja Cat,Juicy,alternative r&b,70
Doja Cat,Juicy,electropop,70
Doja Cat,Juicy,escape room,70
Doja Cat,Juicy,la indie,70
Doja Cat,Juicy,pop,70
Rannar Sillard,Observations From A Faraway Place,focus,70
I Prevail,Bow Down,screamo,69
Kehlani,Love Language,dance pop,69
Kehlani,Love Language,pop,69
Kehlani,Love Language,post-teen pop,69
Kehlani,Love Language,r&b,69
Maren Morris,The Feels,contemporary country,66
Miguel,Caramelo Duro (Spanish Version) (feat. Kali Uchis),dance pop,53
Miguel,Caramelo Duro (Spanish Version) (feat. Kali Uchis),pop,53
Miguel,Caramelo Duro (Spanish Version) (feat. Kali Uchis),pop rap,53
Miguel,Caramelo Duro (Spanish Version) (feat. Kali Uchis),r&b,53
Miguel,Caramelo Duro (Spanish Version) (feat. Kali Uchis),rap,53
Miguel,Caramelo Duro (Spanish Version) (feat. Kali Uchis),urban contemporary,53
Carly Rae Jepsen,Party For One,canadian pop,71
Carly Rae Jepsen,Party For One,dance pop,71
Carly Rae Jepsen,Party For One,electropop,71
Carly Rae Jepsen,Party For One,indie poptimism,71
Carly Rae Jepsen,Party For One,pop,71
Carly Rae Jepsen,Party For One,post-teen pop,71
Carly Rae Jepsen,Party For One,uk pop,71
2 Chainz,NCAA,atl hip hop,67
2 Chainz,NCAA,hip hop,67
2 Chainz,NCAA,pop,67
2 Chainz,NCAA,pop rap,67
2 Chainz,NCAA,rap,67
2 Chainz,NCAA,southern hip hop,67
2 Chainz,NCAA,trap music,67
NAV,Vicodin,canadian hip hop,68
NAV,Vicodin,pop,68
NAV,Vicodin,pop rap,68
NAV,Vicodin,rap,68
NAV,Vicodin,southern hip hop,68
NAV,Vicodin,trap music,68
Jake Owen,I Was Jack (You Were Diane),contemporary country,65
Jake Owen,I Was Jack (You Were Diane),country,65
Jake Owen,I Was Jack (You Were Diane),country pop,65
Jake Owen,I Was Jack (You Were Diane),country road,65
Jake Owen,I Was Jack (You Were Diane),modern country rock,65
gnash,imagine if,dance pop,71
gnash,imagine if,pop,71
gnash,imagine if,post-teen pop,71
Jax Jones,All Day And Night - Jax Jones & Martin Solveig Present Europa,dance pop,77
Jax Jones,All Day And Night - Jax Jones & Martin Solveig Present Europa,edm,77
Jax Jones,All Day And Night - Jax Jones & Martin Solveig Present Europa,house,77
Jax Jones,All Day And Night - Jax Jones & Martin Solveig Present Europa,pop,77
Jax Jones,All Day And Night - Jax Jones & Martin Solveig Present Europa,tropical house,77
Jax Jones,All Day And Night - Jax Jones & Martin Solveig Present Europa,uk dance,77
Drake,November 18th,canadian hip hop,69
Drake,November 18th,canadian pop,69
Drake,November 18th,hip hop,69
Drake,November 18th,pop rap,69
Drake,November 18th,rap,69
blackbear,DEAD TO ME,pop,0
Hozier,Nina Cried Power (feat. Mavis Staples),folk-pop,66
Hozier,Nina Cried Power (feat. Mavis Staples),irish singer-songwriter,66
Hozier,Nina Cried Power (feat. Mavis Staples),pop,66
Ella Vos,Temporary,dance pop,70
Ella Vos,Temporary,electropop,70
Ella Vos,Temporary,indie cafe pop,70
Ella Vos,Temporary,indie electro-pop,70
Ella Vos,Temporary,indie poptimism,70
Ella Vos,Temporary,pop,70
Ella Vos,Temporary,vapor soul,70
Maren Morris,Kingdom of One - from For The Throne (Music Inspired by the HBO Series Game of Thrones),contemporary country,0
Trey Songz,Jill (Sumn Real),dance pop,69
Trey Songz,Jill (Sumn Real),pop,69
Trey Songz,Jill (Sumn Real),pop rap,69
Trey Songz,Jill (Sumn Real),r&b,69
Trey Songz,Jill (Sumn Real),southern hip hop,69
Trey Songz,Jill (Sumn Real),trap music,69
Trey Songz,Jill (Sumn Real),urban contemporary,69
YNW Melly,Rolling Loud,rap,67
YNW Melly,Rolling Loud,trap music,67
Lalo Ebratt,Déjate Querer,colombian hip hop,83
Lalo Ebratt,Déjate Querer,latin,83
Miguel,Te Lo Dije (Spanish Version) (feat. Flor de Toloache),dance pop,53
Miguel,Te Lo Dije (Spanish Version) (feat. Flor de Toloache),pop,53
Miguel,Te Lo Dije (Spanish Version) (feat. Flor de Toloache),pop rap,53
Miguel,Te Lo Dije (Spanish Version) (feat. Flor de Toloache),r&b,53
Miguel,Te Lo Dije (Spanish Version) (feat. Flor de Toloache),rap,53
Miguel,Te Lo Dije (Spanish Version) (feat. Flor de Toloache),urban contemporary,53
Quinn XCII,Life Must Go On,electropop,66
Quinn XCII,Life Must Go On,indie pop rap,66
Quinn XCII,Life Must Go On,pop,66
Quinn XCII,Life Must Go On,pop rap,66
Miley Cyrus,We Can't Stop,dance pop,1
Miley Cyrus,We Can't Stop,pop,1
Miley Cyrus,We Can't Stop,post-teen pop,1
NAV,Go To Hell,canadian hip hop,68
NAV,Go To Hell,pop,68
NAV,Go To Hell,pop rap,68
NAV,Go To Hell,rap,68
NAV,Go To Hell,southern hip hop,68
NAV,Go To Hell,trap music,68
Rich The Kid,Slide,atl hip hop,68
Rich The Kid,Slide,pop,68
Rich The Kid,Slide,pop rap,68
Rich The Kid,Slide,rap,68
Rich The Kid,Slide,southern hip hop,68
Rich The Kid,Slide,trap music,68
NAV,Tension,canadian hip hop,68
NAV,Tension,pop,68
NAV,Tension,pop rap,68
NAV,Tension,rap,68
NAV,Tension,southern hip hop,68
NAV,Tension,trap music,68
Hozier,Talk,folk-pop,66
Hozier,Talk,irish singer-songwriter,66
Hozier,Talk,pop,66
Hozier,As It Was,folk-pop,66
Hozier,As It Was,irish singer-songwriter,66
Hozier,As It Was,pop,66
Maggie Rogers,Overnight,electropop,67
Carly Rae Jepsen,Now That I Found You,canadian pop,71
Carly Rae Jepsen,Now That I Found You,dance pop,71
Carly Rae Jepsen,Now That I Found You,electropop,71
Carly Rae Jepsen,Now That I Found You,indie poptimism,71
Carly Rae Jepsen,Now That I Found You,pop,71
Carly Rae Jepsen,Now That I Found You,post-teen pop,71
Carly Rae Jepsen,Now That I Found You,uk pop,71
Florida Georgia Line,Tip It Back,contemporary country,0
Florida Georgia Line,Tip It Back,country,0
Florida Georgia Line,Tip It Back,country pop,0
Florida Georgia Line,Tip It Back,country road,0
Florida Georgia Line,Tip It Back,modern country rock,0
Florida Georgia Line,Life Is A Honeymoon,contemporary country,0
Florida Georgia Line,Life Is A Honeymoon,country,0
Florida Georgia Line,Life Is A Honeymoon,country pop,0
Florida Georgia Line,Life Is A Honeymoon,country road,0
Florida Georgia Line,Life Is A Honeymoon,modern country rock,0
Ugly God,Hello (feat. Lil Pump),rap,67
Ugly God,Hello (feat. Lil Pump),southern hip hop,67
Ugly God,Hello (feat. Lil Pump),trap music,67
Ugly God,Hello (feat. Lil Pump),underground hip hop,67
Ugly God,Hello (feat. Lil Pump),vapor trap,67
CNCO,Pretend,boy band,76
CNCO,Pretend,latin,76
CNCO,Pretend,latin pop,76
CNCO,Pretend,pop,76
CNCO,Pretend,reggaeton,76
CNCO,Pretend,tropical,76
Maren Morris,All My Favorite People (feat. Brothers Osborne),contemporary country,66
Alec Benjamin,Let Me Down Slowly (feat. Alessia Cara),dance pop,76
Alec Benjamin,Let Me Down Slowly (feat. Alessia Cara),pop,76
Maggie Rogers,Say It,electropop,67
NAV,Hold Your Breath (feat. Gunna),canadian hip hop,68
NAV,Hold Your Breath (feat. Gunna),pop,68
NAV,Hold Your Breath (feat. Gunna),pop rap,68
NAV,Hold Your Breath (feat. Gunna),rap,68
NAV,Hold Your Breath (feat. Gunna),southern hip hop,68
NAV,Hold Your Breath (feat. Gunna),trap music,68
Quinn XCII,Holding Hands (feat. Elohim),electropop,66
Quinn XCII,Holding Hands (feat. Elohim),indie pop rap,66
Quinn XCII,Holding Hands (feat. Elohim),pop,66
Quinn XCII,Holding Hands (feat. Elohim),pop rap,66
Still Woozy,Lava,bedroom pop,67
Still Woozy,Lava,indie r&b,67
Still Woozy,Lava,vapor soul,67
Kehlani,Morning Glory,dance pop,68
Kehlani,Morning Glory,pop,68
Kehlani,Morning Glory,post-teen pop,68
Kehlani,Morning Glory,r&b,68
Future,Rocket Ship,atl hip hop,67
Future,Rocket Ship,hip hop,67
Future,Rocket Ship,pop,67
Future,Rocket Ship,pop rap,67
Future,Rocket Ship,rap,67
Future,Rocket Ship,southern hip hop,67
Future,Rocket Ship,trap music,67
Mac DeMarco,Nobody,edmonton indie,70
Voyager,First Bridge,atmosphere,70
Voyager,First Bridge,focus,70
Why Don't We,Cold In LA,boy band,73
Why Don't We,Cold In LA,dance pop,73
Why Don't We,Cold In LA,pop,73
Why Don't We,Cold In LA,post-teen pop,73
Why Don't We,Cold In LA,teen pop,73
Maren Morris,Common (feat. Brandi Carlile),contemporary country,67
DJ Snake,SouthSide,dance pop,71
DJ Snake,SouthSide,edm,71
DJ Snake,SouthSide,electronic trap,71
DJ Snake,SouthSide,pop,71
DJ Snake,SouthSide,tropical house,71
Snakehips,Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE),dance pop,72
Snakehips,Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE),edm,72
Snakehips,Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE),electropop,72
Snakehips,Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE),indie poptimism,72
Snakehips,Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE),pop,72
Snakehips,Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE),pop rap,72
Snakehips,Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE),tropical house,72
bbno$,nursery,canadian hip hop,70
bbno$,nursery,dark trap,70
bbno$,nursery,underground hip hop,70
bbno$,nursery,vapor trap,70
Rannar Sillard,Dream Voucher,focus,69
2 Chainz,Threat 2 Society,atl hip hop,67
2 Chainz,Threat 2 Society,hip hop,67
2 Chainz,Threat 2 Society,pop,67
2 Chainz,Threat 2 Society,pop rap,67
2 Chainz,Threat 2 Society,rap,67
2 Chainz,Threat 2 Society,southern hip hop,67
2 Chainz,Threat 2 Society,trap music,67
George Strait,Every Little Honky Tonk Bar,contemporary country,66
George Strait,Every Little Honky Tonk Bar,country,66
George Strait,Every Little Honky Tonk Bar,country road,66
Hozier,Sunlight,folk-pop,66
Hozier,Sunlight,irish singer-songwriter,66
Hozier,Sunlight,pop,66
Comethazine,HIPPOPOTAMUS,trap music,67
Comethazine,HIPPOPOTAMUS,underground hip hop,67
Comethazine,HIPPOPOTAMUS,vapor trap,67
Miguel,Criminal (Spanish Version) (feat. C. Tangana),dance pop,50
Miguel,Criminal (Spanish Version) (feat. C. Tangana),pop,50
Miguel,Criminal (Spanish Version) (feat. C. Tangana),pop rap,50
Miguel,Criminal (Spanish Version) (feat. C. Tangana),r&b,50
Miguel,Criminal (Spanish Version) (feat. C. Tangana),rap,50
Miguel,Criminal (Spanish Version) (feat. C. Tangana),urban contemporary,50
Little Mix,Black Magic,dance pop,0
Little Mix,Black Magic,girl group,0
Little Mix,Black Magic,pop,0
Little Mix,Black Magic,post-teen pop,0
Little Mix,Black Magic,r&b,0
Little Mix,Black Magic,talent show,0
Little Mix,Black Magic,uk pop,0
The Head and the Heart,Missed Connection,chamber pop,68
The Head and the Heart,Missed Connection,folk-pop,68
The Head and the Heart,Missed Connection,indie folk,68
The Head and the Heart,Missed Connection,indie pop,68
The Head and the Heart,Missed Connection,indie rock,68
The Head and the Heart,Missed Connection,indiecoustica,68
The Head and the Heart,Missed Connection,modern rock,68
The Head and the Heart,Missed Connection,neo mellow,68
The Head and the Heart,Missed Connection,new americana,68
The Head and the Heart,Missed Connection,seattle indie,68
The Head and the Heart,Missed Connection,stomp and holler,68
SUNMI,Noir 누아르,k-pop,75
Imagine Dragons,Believer (feat. Lil Wayne),modern rock,74
Imagine Dragons,Believer (feat. Lil Wayne),rock,74
Drake,Uptown (feat. Bun B & Lil Wayne),canadian hip hop,68
Drake,Uptown (feat. Bun B & Lil Wayne),canadian pop,68
Drake,Uptown (feat. Bun B & Lil Wayne),hip hop,68
Drake,Uptown (feat. Bun B & Lil Wayne),pop rap,68
Drake,Uptown (feat. Bun B & Lil Wayne),rap,68
NAV,Tussin (feat. Young Thug),canadian hip hop,68
NAV,Tussin (feat. Young Thug),pop,68
NAV,Tussin (feat. Young Thug),pop rap,68
NAV,Tussin (feat. Young Thug),rap,68
NAV,Tussin (feat. Young Thug),southern hip hop,68
NAV,Tussin (feat. Young Thug),trap music,68
Gabby Barrett,I Hope,country pop,65
TOMORROW X TOGETHER,Blue Orangeade,k-pop,72
Foster The People,Style,indie pop,70
Foster The People,Style,indie rock,70
Foster The People,Style,modern rock,70
Foster The People,Style,pop,70
Foster The People,Style,rock,70
COIN,I Want It All,indie pop,69
COIN,I Want It All,indie poptimism,69
COIN,I Want It All,indietronica,69
COIN,I Want It All,modern rock,69
COIN,I Want It All,pop,69
Mabel,Don't Call Me Up,dance pop,77
Mabel,Don't Call Me Up,house,77
Mabel,Don't Call Me Up,pop,77
Mabel,Don't Call Me Up,post-teen pop,77
Mabel,Don't Call Me Up,r&b,77
Mabel,Don't Call Me Up,tropical house,77
Mabel,Don't Call Me Up,uk pop,77
Tom Petty,Runnin' Down A Dream,album rock,66
Tom Petty,Runnin' Down A Dream,classic rock,66
Tom Petty,Runnin' Down A Dream,folk rock,66
Tom Petty,Runnin' Down A Dream,heartland rock,66
Tom Petty,Runnin' Down A Dream,mellow gold,66
Tom Petty,Runnin' Down A Dream,pop rock,66
Tom Petty,Runnin' Down A Dream,rock,66
Tom Petty,Runnin' Down A Dream,roots rock,66
Tom Petty,Runnin' Down A Dream,singer-songwriter,66
Tom Petty,Runnin' Down A Dream,soft rock,66
Ellie Goulding,Close To Me - Red Velvet Remix,dance pop,68
Ellie Goulding,Close To Me - Red Velvet Remix,edm,68
Ellie Goulding,Close To Me - Red Velvet Remix,electropop,68
Ellie Goulding,Close To Me - Red Velvet Remix,metropopolis,68
Ellie Goulding,Close To Me - Red Velvet Remix,pop,68
Ellie Goulding,Close To Me - Red Velvet Remix,post-teen pop,68
Ellie Goulding,Close To Me - Red Velvet Remix,r&b,68
Ellie Goulding,Close To Me - Red Velvet Remix,tropical house,68
NAV,Ralo,canadian hip hop,68
NAV,Ralo,pop,68
NAV,Ralo,pop rap,68
NAV,Ralo,rap,68
NAV,Ralo,southern hip hop,68
NAV,Ralo,trap music,68
Miguel,Banana Clip - Spanish Version,dance pop,41
Miguel,Banana Clip - Spanish Version,pop,41
Miguel,Banana Clip - Spanish Version,pop rap,41
Miguel,Banana Clip - Spanish Version,r&b,41
Miguel,Banana Clip - Spanish Version,rap,41
Miguel,Banana Clip - Spanish Version,urban contemporary,41
Miguel,Sky Walker - Spanish Version,dance pop,41
Miguel,Sky Walker - Spanish Version,pop,41
Miguel,Sky Walker - Spanish Version,pop rap,41
Miguel,Sky Walker - Spanish Version,r&b,41
Miguel,Sky Walker - Spanish Version,rap,41
Miguel,Sky Walker - Spanish Version,urban contemporary,41
Local Natives,When Am I Gonna Lose You,chamber pop,67
Local Natives,When Am I Gonna Lose You,chillwave,67
Local Natives,When Am I Gonna Lose You,electropop,67
Local Natives,When Am I Gonna Lose You,folk-pop,67
Local Natives,When Am I Gonna Lose You,indie folk,67
Local Natives,When Am I Gonna Lose You,indie pop,67
Local Natives,When Am I Gonna Lose You,indie psych-rock,67
Local Natives,When Am I Gonna Lose You,indie rock,67
Local Natives,When Am I Gonna Lose You,indietronica,67
Local Natives,When Am I Gonna Lose You,la indie,67
Local Natives,When Am I Gonna Lose You,modern rock,67
Local Natives,When Am I Gonna Lose You,shimmer pop,67
Local Natives,When Am I Gonna Lose You,stomp and holler,67
Joy Williams,Front Porch,acoustic pop,69
Joy Williams,Front Porch,christian indie,69
Joy Williams,Front Porch,folk-pop,69
Joy Williams,Front Porch,indie folk,69
Joy Williams,Front Porch,indiecoustica,69
Joy Williams,Front Porch,new americana,69
Drake,Best I Ever Had,canadian hip hop,69
Drake,Best I Ever Had,canadian pop,69
Drake,Best I Ever Had,hip hop,69
Drake,Best I Ever Had,pop rap,69
Drake,Best I Ever Had,rap,69
I Prevail,Every Time You Leave,screamo,67
Tierra Whack,Only Child,alternative r&b,67
Tierra Whack,Only Child,escape room,67
Tierra Whack,Only Child,underground hip hop,67
blackbear,HIGH1X,pop,69
Fall Out Boy,"Sugar, We're Goin Down",emo,0
Fall Out Boy,"Sugar, We're Goin Down",modern rock,0
Fall Out Boy,"Sugar, We're Goin Down",pop punk,0
Trey Songz,Chi Chi (feat. Chris Brown) - Croatia Squad Remix,dance pop,58
Trey Songz,Chi Chi (feat. Chris Brown) - Croatia Squad Remix,pop,58
Trey Songz,Chi Chi (feat. Chris Brown) - Croatia Squad Remix,pop rap,58
Trey Songz,Chi Chi (feat. Chris Brown) - Croatia Squad Remix,r&b,58
Trey Songz,Chi Chi (feat. Chris Brown) - Croatia Squad Remix,southern hip hop,58
Trey Songz,Chi Chi (feat. Chris Brown) - Croatia Squad Remix,trap music,58
Trey Songz,Chi Chi (feat. Chris Brown) - Croatia Squad Remix,urban contemporary,58
Sia,Genius,australian dance,74
Sia,Genius,australian pop,74
Sia,Genius,dance pop,74
Sia,Genius,pop,74
NAV,Snap,canadian hip hop,67
NAV,Snap,pop,67
NAV,Snap,pop rap,67
NAV,Snap,rap,67
NAV,Snap,southern hip hop,67
NAV,Snap,trap music,67
Morgan Wallen,Cover Me Up,contemporary country,63
Morgan Wallen,Cover Me Up,country road,63
Morgan Wallen,Cover Me Up,deep talent show,63
2 Chainz,I Said Me,atl hip hop,66
2 Chainz,I Said Me,hip hop,66
2 Chainz,I Said Me,pop,66
2 Chainz,I Said Me,pop rap,66
2 Chainz,I Said Me,rap,66
2 Chainz,I Said Me,southern hip hop,66
2 Chainz,I Said Me,trap music,66
Chris Young,Raised on Country,contemporary country,66
Chris Young,Raised on Country,country,66
Chris Young,Raised on Country,country road,66
Chris Young,Raised on Country,modern country rock,66
I Prevail,Paranoid,screamo,67
Hozier,Be,folk-pop,65
Hozier,Be,irish singer-songwriter,65
Hozier,Be,pop,65
Jennifer Lopez,Medicine,dance pop,71
Jennifer Lopez,Medicine,pop,71
Jennifer Lopez,Medicine,pop rap,71
Jennifer Lopez,Medicine,post-teen pop,71
Jennifer Lopez,Medicine,r&b,71
Jennifer Lopez,Medicine,urban contemporary,71
Offset,After Dark,atl hip hop,68
Offset,After Dark,pop,68
Offset,After Dark,pop rap,68
Offset,After Dark,rap,68
Offset,After Dark,trap music,68
EARTHGANG,Proud Of U (feat. Young Thug),atl hip hop,67
EARTHGANG,Proud Of U (feat. Young Thug),hip hop,67
EARTHGANG,Proud Of U (feat. Young Thug),pop rap,67
EARTHGANG,Proud Of U (feat. Young Thug),rap,67
EARTHGANG,Proud Of U (feat. Young Thug),southern hip hop,67
EARTHGANG,Proud Of U (feat. Young Thug),underground hip hop,67
Karol G,Punto G,reggaeton,70
Arbour,Interstellar,chillhop,70
Arbour,Interstellar,lo-fi beats,70
Dan + Shay,Keeping Score - Acoustic,contemporary country,35
Juanes,La Plata (feat. Lalo Ebratt),colombian pop,80
Juanes,La Plata (feat. Lalo Ebratt),cumbia,80
Juanes,La Plata (feat. Lalo Ebratt),dance pop,80
Juanes,La Plata (feat. Lalo Ebratt),latin,80
Juanes,La Plata (feat. Lalo Ebratt),latin pop,80
Juanes,La Plata (feat. Lalo Ebratt),mexican pop,80
Juanes,La Plata (feat. Lalo Ebratt),pop,80
Juanes,La Plata (feat. Lalo Ebratt),rock en espanol,80
Juanes,La Plata (feat. Lalo Ebratt),tropical,80
Cuco,Hydrocodone,dream pop,65
Dan + Shay,Speechless - Acoustic,contemporary country,30
Dan + Shay,Tequila - Acoustic,contemporary country,29
DaBaby,Celebrate (feat. Rich Homie Quan),nc hip hop,65
DaBaby,Celebrate (feat. Rich Homie Quan),rap,65
DaBaby,Celebrate (feat. Rich Homie Quan),southern hip hop,65
DaBaby,Celebrate (feat. Rich Homie Quan),trap music,65
DaBaby,Celebrate (feat. Rich Homie Quan),vapor trap,65
Lauren Jauregui,More Than That,r&b,71
Florida Georgia Line,Can’t Hide Red,contemporary country,66
Florida Georgia Line,Can’t Hide Red,country,66
Florida Georgia Line,Can’t Hide Red,country pop,66
Florida Georgia Line,Can’t Hide Red,country road,66
Florida Georgia Line,Can’t Hide Red,modern country rock,66
Sia,"Mountains (feat. Sia, Diplo, and Labrinth)",australian dance,0
Sia,"Mountains (feat. Sia, Diplo, and Labrinth)",australian pop,0
Sia,"Mountains (feat. Sia, Diplo, and Labrinth)",dance pop,0
Sia,"Mountains (feat. Sia, Diplo, and Labrinth)",pop,0
Sia,"Audio (feat. Sia, Diplo, and Labrinth)",australian dance,0
Sia,"Audio (feat. Sia, Diplo, and Labrinth)",australian pop,0
Sia,"Audio (feat. Sia, Diplo, and Labrinth)",dance pop,0
Sia,"Audio (feat. Sia, Diplo, and Labrinth)",pop,0
Sia,"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",australian dance,0
Sia,"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",australian pop,0
Sia,"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",dance pop,0
Sia,"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",pop,0
Sia,"Welcome to the Wonderful World of (feat. Sia, Diplo, and Labrinth)",australian dance,0
Sia,"Welcome to the Wonderful World of (feat. Sia, Diplo, and Labrinth)",australian pop,0
Sia,"Welcome to the Wonderful World of (feat. Sia, Diplo, and Labrinth)",dance pop,0
Sia,"Welcome to the Wonderful World of (feat. Sia, Diplo, and Labrinth)",pop,0
Sia,"It's Time (feat. Sia, Diplo, and Labrinth)",australian dance,0
Sia,"It's Time (feat. Sia, Diplo, and Labrinth)",australian pop,0
Sia,"It's Time (feat. Sia, Diplo, and Labrinth)",dance pop,0
